0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0161,-0.0000,-0.0000,0.0188,0.0116,0.0636,0.0683,0.0611,0.0987
0.0577,0.0777,0.0606,0.0693,0.0384,0.0504,0.0394,0.0280,0.0094,0.0164,0.0408,-0.0096,0.0987,0.0147,-0.0322,0.1410
0.0321,-0.0000,0.0367,0.0517,0.0500,0.0395,0.0149,0.0472,0.0337,0.0429,0.0138,0.0142,0.0618,0.0939,0.0837,0.0216
0.0341,0.0679,0.0486,0.0619,0.0658,0.0043,0.0244,0.0014,0.0286,-0.0004,-0.0258,-0.0339,0.0139,-0.0005,0.0818,-0.0164
0.0375,0.0366,0.0505,0.0671,0.0578,0.0388,-0.0080,-0.0780,-0.0089,-0.0370,0.0262,0.0857,-0.1316,0.0394,0.0067,0.0510
0.0933,-0.0000,0.0318,0.0394,0.0390,0.0054,-0.0241,-0.0309,-0.0257,-0.0261,-0.0473,-0.0695,-0.0677,-0.0574,-0.0060,0.0120
0.0745,0.0000,0.0565,0.0224,-0.0165,-0.0406,-0.0309,-0.0625,-0.0916,-0.0849,-0.0726,-0.0745,-0.0716,-0.0241,0.0141,-0.0009
0.0302,0.0150,0.0300,-0.0094,0.0235,-0.0669,-0.0385,-0.0866,-0.0917,-0.0685,-0.1200,-0.0878,-0.0896,-0.0846,-0.0536,-0.0330
0.0571,-0.0000,0.0456,0.0229,-0.0285,-0.0705,-0.0531,-0.0948,-0.1042,-0.0900,-0.1219,-0.1198,-0.0825,-0.0917,-0.0875,-0.1265
0.0827,0.0508,0.0240,0.0208,-0.0586,-0.0483,-0.0816,-0.0559,-0.1308,-0.1334,-0.1481,-0.1637,-0.1023,-0.0745,-0.1027,-0.0925
0.0695,0.0379,0.0529,0.0510,0.0043,-0.0387,0.0117,0.0016,-0.1234,-0.1155,-0.1182,-0.1423,-0.1437,-0.1033,-0.0877,-0.0540
0.0610,0.0173,0.0123,-0.0434,-0.0815,-0.0711,-0.0684,-0.0801,-0.1215,-0.1338,-0.1356,-0.1521,-0.1572,-0.0822,-0.0623,-0.1305
0.0501,0.0219,-0.0372,-0.0561,-0.0831,-0.0501,-0.1167,-0.0853,-0.1244,-0.1239,-0.1457,-0.1368,-0.1521,-0.0673,-0.1203,-0.1217
0.0832,0.0292,0.0121,-0.0163,-0.0422,-0.0806,-0.0813,-0.0911,-0.1157,-0.1434,-0.1344,-0.1578,-0.1309,-0.1106,-0.0981,-0.1019
0.0342,0.0000,0.0014,-0.0160,-0.0753,-0.0926,-0.0767,-0.1196,-0.1332,-0.1281,-0.0872,-0.1201,-0.0735,-0.1162,-0.0300,-0.1310
-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0546,-0.0710,-0.0000,-0.0000,-0.0000,-0.0000,-0.1036,-0.1193,-0.0679,-0.0928
0.0755,0.0000,0.0308,0.0278,-0.0385,-0.0514,-0.0367,-0.0711,-0.0990,-0.0781,-0.1061,-0.0618,-0.1091,-0.1231,-0.0768,-0.0496
0.0420,0.0000,0.0047,-0.0000,0.0181,-0.0091,-0.0320,-0.0512,-0.0577,-0.0152,-0.0888,-0.0610,-0.0696,-0.0644,-0.0482,-0.0514
0.0414,0.0089,0.0000,0.0000,0.0008,-0.0224,0.0132,-0.0748,-0.0436,-0.0505,-0.0330,-0.0746,-0.0559,-0.0565,-0.0016,-0.0049
0.0899,0.0635,0.0908,0.0537,0.0660,0.0502,-0.0094,0.0335,0.1039,-0.0079,-0.1746,0.0582,0.2592,-0.2468,-0.0119,-0.0679
-0.0000,0.0000,0.0555,0.0411,-0.0035,0.0000,0.0197,0.0374,-0.0053,0.0173,0.0000,0.0261,0.0075,0.0085,-0.0003,0.0366
-0.0000,0.0000,0.0002,-0.0000,0.0320,-0.0137,0.0715,0.0318,0.0439,-0.0169,0.0320,0.0454,0.0188,0.0080,0.0156,0.0018
0.0000,0.0000,0.0432,0.0637,0.0638,0.0000,0.0309,0.0115,-0.0000,0.0000,0.0167,0.0366,0.0358,0.0104,0.0052,-0.0022
0.0000,-0.0000,0.0401,0.0000,0.0000,0.0050,0.0313,0.0201,0.0000,0.0000,0.0252,0.0873,0.0198,0.0333,-0.0648,-0.0807
