-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0055,-0.0000,-0.0000,-0.0014,-0.0253,0.0262,0.0614,0.0864,-0.0225
0.0430,0.0287,0.0329,0.0300,0.0182,0.0019,0.0249,0.0251,-0.0131,0.0173,-0.0050,-0.0010,-0.0005,0.0013,-0.0215,0.1054
0.0314,0.0000,-0.0069,-0.0130,0.0123,-0.0017,-0.0027,0.0026,0.0175,0.0065,0.0146,0.0166,-0.0211,-0.0490,-0.0137,0.0164
0.0337,0.0140,-0.0040,-0.0060,-0.0021,0.0088,-0.0020,0.0249,-0.0069,-0.0340,-0.0001,0.0100,-0.0111,0.0180,-0.0787,-0.0155
0.0578,0.0211,0.0076,0.0043,0.0429,-0.0097,0.0543,0.0863,-0.0512,0.0141,-0.0101,-0.0350,0.2374,0.0012,0.0124,0.0305
0.0052,-0.0000,-0.0035,0.0174,0.0039,-0.0223,0.0087,0.0395,-0.0132,-0.0384,-0.0173,-0.0186,-0.0492,-0.0301,0.0456,0.0405
0.0144,0.0000,-0.0067,0.0159,0.0405,0.0228,-0.0302,-0.0512,-0.0518,-0.0443,-0.0154,-0.0251,-0.0565,-0.0710,-0.0867,-0.0050
0.0221,0.0053,-0.0071,0.0033,-0.0051,-0.0134,-0.0225,-0.0258,-0.0629,-0.0689,-0.0503,-0.0774,-0.0367,-0.0628,-0.0497,-0.0628
0.0159,0.0000,-0.0053,0.0123,-0.0423,-0.0295,-0.0248,-0.0394,-0.0577,-0.0537,-0.1078,-0.0779,-0.0146,-0.1129,-0.0572,-0.0154
0.0184,-0.0150,-0.0259,-0.0426,-0.0442,-0.0738,-0.0251,-0.0404,-0.0754,-0.0615,-0.0624,-0.0594,-0.0873,-0.0729,-0.0740,-0.1003
0.0277,0.0098,-0.0119,-0.0409,-0.0583,-0.0598,-0.1274,-0.0549,-0.0823,-0.0992,-0.0985,-0.0711,-0.0598,-0.0882,-0.1159,-0.0623
0.0314,0.0071,0.0110,0.0048,-0.0386,-0.0905,-0.0708,-0.0759,-0.0657,-0.0830,-0.0946,-0.0757,-0.0620,-0.1158,-0.0384,-0.0603
0.0196,0.0095,-0.0085,-0.0303,-0.0186,-0.0715,-0.0839,-0.1099,-0.0862,-0.0676,-0.1070,-0.0921,-0.1122,-0.1176,-0.0722,-0.0208
0.0017,0.0031,0.0000,0.0046,-0.0302,-0.0361,-0.0989,-0.0844,-0.1065,-0.1117,-0.0936,-0.0930,-0.1024,-0.0792,-0.0998,-0.0720
0.0141,-0.0000,0.0238,-0.0284,-0.0602,-0.0317,-0.0890,-0.0367,-0.0550,-0.0600,-0.0896,-0.1179,-0.0625,-0.0760,-0.1038,-0.0733
0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0609,-0.0393,-0.0000,-0.0000,-0.0000,-0.0000,-0.0756,-0.0591,-0.0940,-0.1075
0.0159,0.0000,-0.0201,-0.0115,-0.0228,-0.0398,-0.0679,-0.0725,-0.0501,-0.0609,-0.0914,-0.0734,-0.0447,-0.0152,-0.0726,-0.0630
0.0128,-0.0000,0.0003,0.0000,-0.0094,-0.0186,-0.0268,-0.0822,-0.0489,0.0019,-0.0448,-0.0771,-0.0901,-0.0246,-0.0387,-0.0412
0.0362,0.0000,0.0000,0.0000,0.0304,-0.0000,-0.0158,-0.0264,-0.0490,-0.0256,-0.0401,-0.0193,-0.0441,-0.0132,-0.0335,-0.0281
-0.0007,0.0070,-0.0297,-0.0345,-0.0461,-0.0329,-0.0493,-0.1020,-0.1336,-0.0787,0.0512,-0.1221,-0.2191,0.0994,-0.1479,-0.0949
0.0000,0.0000,0.0119,0.0225,-0.0075,-0.0000,-0.0112,0.0040,-0.0017,0.0203,-0.0000,-0.0009,0.0003,0.0179,0.0112,-0.0061
-0.0000,-0.0000,0.0000,0.0000,0.0042,0.0072,0.0361,0.0016,-0.0134,-0.0324,-0.0023,-0.0094,0.0197,0.0078,0.0271,-0.0430
-0.0000,0.0000,0.0187,0.0109,0.0290,-0.0000,-0.0221,0.0392,-0.0000,0.0000,0.0236,0.0038,-0.0068,0.0805,0.0179,-0.0769
0.0000,-0.0000,0.0778,0.0000,0.0000,0.0415,-0.0078,-0.0157,-0.0000,0.0000,0.0242,0.0088,0.0528,-0.0194,0.0455,0.1876
