-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0055,-0.0000,-0.0000,-0.0104,-0.0049,0.0063,0.0151,0.0496,-0.0432
-0.0063,-0.0292,-0.0316,-0.0285,-0.0270,-0.0266,-0.0134,0.0061,-0.0332,-0.0100,-0.0014,0.0062,0.0357,0.0306,-0.0421,0.0336
0.0102,0.0000,-0.0589,-0.0255,-0.0263,-0.0294,-0.0178,-0.0077,-0.0285,-0.0169,-0.0191,-0.0272,-0.0027,-0.0115,-0.0145,-0.0230
0.0080,-0.0243,-0.0250,-0.0431,-0.0494,-0.0374,0.0041,0.0279,-0.0022,0.0263,0.0217,0.0476,0.0336,0.0377,-0.0471,-0.0188
-0.0220,-0.0468,-0.0431,-0.0544,-0.0171,-0.0341,0.0085,0.0143,0.0589,0.0665,0.0071,0.0914,0.1734,0.0416,0.0168,-0.0217
-0.0374,-0.0000,-0.0548,-0.0285,0.0019,0.0085,0.0361,0.0170,0.0495,0.0383,0.0386,0.1001,0.0820,0.0761,0.0383,0.0430
-0.0217,0.0000,-0.0435,0.0321,0.0377,0.0400,0.0539,0.0800,0.0663,0.0489,0.1207,0.0753,0.0746,0.0287,0.0680,0.0319
-0.0340,-0.0029,-0.0178,0.0331,0.0306,0.0094,0.0146,0.0767,0.0433,0.0795,0.0749,0.1018,0.1258,0.1168,0.1139,0.0668
0.0024,0.0000,-0.0113,-0.0069,0.0144,0.0846,0.0349,0.0745,0.0788,0.0840,0.0901,0.1108,0.0435,0.0872,0.0538,0.1232
-0.0518,-0.0393,-0.0339,0.0016,0.0108,0.0393,0.0184,0.1080,0.0724,0.1376,0.1354,0.0988,0.0987,0.1076,0.0813,-0.0140
-0.0479,-0.0342,-0.0310,0.0097,0.0310,0.0389,-0.0141,0.0714,0.1020,0.1025,0.1089,0.1302,0.1519,0.1408,0.0868,0.0895
-0.0362,-0.0434,-0.0343,0.0158,0.0627,0.0387,0.0228,0.1000,0.1416,0.1388,0.1424,0.1375,0.1723,0.0460,0.0976,0.0997
-0.0348,-0.0212,-0.0002,0.0314,0.0635,0.0751,0.0628,0.1073,0.1197,0.1015,0.1274,0.1131,0.1054,0.1162,0.0731,0.0781
-0.0106,-0.0377,0.0103,0.0636,0.0524,0.0607,0.1421,0.1359,0.1173,0.1152,0.1350,0.1691,0.1466,0.0854,0.0977,0.0750
-0.0546,-0.0000,0.0015,0.0281,0.0467,0.0520,0.0980,0.0712,0.1192,0.1053,0.0645,0.1245,0.1111,0.0628,-0.0033,0.0636
0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0353,0.0362,-0.0000,-0.0000,-0.0000,-0.0000,0.1024,0.0909,0.0849,0.0410
-0.0120,0.0000,-0.0030,0.0419,0.0087,0.0292,0.0574,0.0944,0.0412,0.0403,0.0524,0.0937,0.0603,0.0634,0.0251,0.0504
-0.0513,-0.0000,0.0003,0.0000,-0.0130,0.0042,0.0153,0.0277,0.0102,0.0019,0.0329,0.0322,0.0644,0.0199,0.0185,-0.0190
-0.0401,0.0000,0.0000,0.0000,-0.0176,-0.0000,0.0090,0.0170,0.0197,0.0478,0.0143,0.0590,0.0054,0.0097,-0.0435,-0.0122
-0.0201,-0.0379,0.0020,-0.0263,-0.0132,0.0096,-0.0195,-0.0055,-0.1505,-0.1240,-0.0672,-0.1277,-0.1566,-0.0419,-0.0563,0.0126
0.0000,0.0000,-0.0429,-0.0221,-0.0408,-0.0000,-0.0323,-0.0097,-0.0266,-0.0423,-0.0000,-0.0393,-0.0176,-0.0250,-0.0264,-0.0387
-0.0000,-0.0000,0.0000,0.0000,0.0038,-0.0385,-0.0139,-0.0036,-0.0107,-0.0495,-0.0135,-0.0095,-0.0165,-0.0515,-0.0970,0.0065
-0.0000,0.0000,-0.0532,-0.0446,-0.0228,-0.0000,-0.0450,-0.0219,-0.0000,0.0000,-0.0537,-0.0307,-0.0298,-0.1325,-0.0300,0.0478
0.0000,-0.0000,-0.0347,0.0000,0.0000,-0.0606,-0.0346,0.0080,-0.0000,0.0000,-0.0128,-0.0203,-0.0280,-0.0920,-0.0603,-0.1215
