-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0055,-0.0000,-0.0000,-0.0068,0.0128,0.0090,-0.0407,-0.0673,-0.0518
0.0235,0.0590,0.0409,0.0347,0.0453,0.0107,0.0164,0.0034,0.0295,0.0190,0.0044,0.0290,-0.1025,-0.0151,-0.0050,0.0435
0.0468,0.0000,0.0457,0.0431,0.0095,0.0137,0.0277,0.0075,-0.0095,0.0037,-0.0033,0.0116,-0.0176,-0.0025,-0.0259,-0.0033
0.0435,0.0308,0.0405,0.0463,-0.0176,-0.0024,0.0383,0.0522,0.0056,-0.0234,0.0001,-0.0506,0.0192,-0.0433,-0.0538,-0.0268
0.0018,0.0292,0.0209,-0.0007,-0.0171,-0.0060,-0.0468,-0.0706,-0.0300,-0.0479,-0.0380,0.0401,-0.0895,-0.0644,-0.0485,0.0529
0.0501,-0.0000,0.0070,0.0587,-0.0088,0.0114,-0.0163,-0.0282,-0.0523,-0.0668,-0.0975,-0.0943,-0.0794,-0.0559,-0.0671,-0.0340
0.0221,0.0000,0.0165,0.0211,-0.0048,-0.0206,-0.0280,-0.0746,-0.0882,-0.0696,-0.0572,-0.0691,-0.0994,-0.0870,-0.1019,-0.0683
0.0199,0.0053,0.0282,0.0149,-0.0048,-0.0505,-0.0548,-0.0527,-0.1218,-0.1078,-0.1186,-0.0931,-0.1091,-0.0568,-0.0581,-0.0761
0.0410,0.0000,0.0053,0.0045,-0.0204,-0.0364,-0.0639,-0.0718,-0.0612,-0.1032,-0.1040,-0.1308,-0.1235,-0.1286,-0.1055,-0.0520
0.0224,0.0634,0.0009,-0.0201,-0.0204,-0.0696,-0.0639,-0.0555,-0.0691,-0.1286,-0.0953,-0.1092,-0.1112,-0.1258,-0.0952,-0.0773
0.0470,0.0538,-0.0008,-0.0452,-0.0540,-0.0773,-0.1130,-0.1219,-0.0945,-0.1180,-0.0979,-0.1045,-0.0993,-0.1012,-0.0660,-0.1423
0.0544,0.0071,-0.0048,-0.0216,-0.0550,-0.0648,-0.0744,-0.1016,-0.0977,-0.1148,-0.0833,-0.1500,-0.1210,-0.1334,-0.1212,-0.0974
-0.0144,0.0388,-0.0350,-0.0116,-0.0826,-0.0537,-0.0839,-0.1360,-0.1297,-0.1408,-0.1303,-0.1378,-0.1691,-0.1041,-0.1198,-0.0904
0.0114,0.0625,0.0017,-0.0347,-0.0623,-0.0616,-0.0847,-0.1240,-0.1125,-0.1566,-0.1159,-0.1293,-0.1123,-0.1120,-0.1281,-0.1100
0.0209,-0.0000,-0.0117,-0.0387,-0.0699,-0.0708,-0.0711,-0.0754,-0.1135,-0.1187,-0.1387,-0.1196,-0.0959,-0.1402,-0.1434,-0.1002
0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0487,-0.0543,-0.0000,-0.0000,-0.0000,-0.0000,-0.1177,-0.1051,-0.0879,-0.1149
0.0425,0.0000,0.0014,0.0029,0.0102,-0.0357,-0.0602,-0.0729,-0.0530,-0.0789,-0.0821,-0.0659,-0.0934,-0.1230,-0.0889,-0.0734
0.0377,-0.0000,0.0003,0.0000,-0.0137,-0.0094,-0.0599,-0.0558,-0.0855,0.0019,-0.0812,-0.0881,-0.0815,-0.0670,-0.0543,-0.0660
0.0610,0.0000,0.0000,0.0000,0.0313,-0.0000,-0.0149,-0.0038,-0.0757,-0.0815,-0.0505,-0.0564,-0.0412,-0.0462,-0.0768,-0.0150
0.0259,0.0491,0.0196,0.0404,0.0120,-0.0053,-0.0319,-0.0363,-0.3482,-0.3332,-0.3150,-0.3125,-0.3327,-0.3187,-0.2567,-0.2194
0.0000,0.0000,0.0357,0.0285,0.0304,-0.0000,0.0125,0.0161,-0.0061,0.0011,-0.0000,-0.0151,-0.0483,-0.0202,-0.0577,-0.0066
-0.0000,-0.0000,0.0000,0.0000,0.0097,0.0293,0.0022,0.0253,0.0232,0.0043,-0.0087,0.0158,-0.0288,-0.0273,-0.0529,-0.0489
-0.0000,0.0000,0.0446,0.0228,-0.0094,-0.0000,0.0245,0.0605,-0.0000,0.0000,0.0137,-0.0091,-0.0266,-0.0035,-0.3439,-0.0346
0.0000,-0.0000,0.0522,0.0000,0.0000,0.0136,0.0040,0.0337,-0.0000,0.0000,0.0365,-0.0186,0.0359,-0.1392,-0.1308,-0.2383
